id,name,uri,artist,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
2LFcZ1nrrMPmGOvuEwAK23,Manha de Carnaval,spotify:track:2LFcZ1nrrMPmGOvuEwAK23,"João Donato, ",0.672,0.737,186773,0.323,0.854,9,0.131,-17.345,0,0.0452,116.734,4,0.847
6rZtjKNEHEOZZDjVK1KzjO,Obsession,spotify:track:6rZtjKNEHEOZZDjVK1KzjO,"Sarah Vaughan, ",0.242,0.668,188840,0.494,0.00000319,5,0.0918,-14.149,0,0.0649,82.229,4,0.467
2ndDU6TV6NwgaF4k5i9j4u,Corcovado (Quiet Nights Of Quiet Stars),spotify:track:2ndDU6TV6NwgaF4k5i9j4u,"Miles Davis, Gil Evans & His Orchestra, ",0.886,0.41,162160,0.153,0.833,7,0.488,-14.374,0,0.0358,121.476,4,0.226
2RPHy1PlxehscIM1K1wQMy,Nova Bossa Nova,spotify:track:2RPHy1PlxehscIM1K1wQMy,"Marcos Valle, ",0.523,0.598,246400,0.739,0.725,8,0.146,-10.602,1,0.0451,95.018,4,0.883
64KUUPwr6in5H463iqw1P8,Eu Sei Que Vou Te Amar / O Bem e o Mal,spotify:track:64KUUPwr6in5H463iqw1P8,"Nana Caymmi, ",0.866,0.378,281440,0.245,0.0125,7,0.159,-15.282,1,0.0284,79.999,4,0.157
4Vy32l3sPINRnnq7cxgAtz,Tarde em Itapuan,spotify:track:4Vy32l3sPINRnnq7cxgAtz,"Paula Sergio, ",0.529,0.512,361893,0.316,0.0000633,4,0.103,-14.529,0,0.122,75.693,4,0.757
6770VpNwRiV1fKMFjnhvmQ,Asa Branca,spotify:track:6770VpNwRiV1fKMFjnhvmQ,"Luiz Gonzaga, Raimundo Fagner, ",0.598,0.582,207760,0.726,0.00000158,5,0.128,-7.386,1,0.0376,115.545,4,0.823
4Rwljh2dqc2mIimSzsPATg,So Danco Samba,spotify:track:4Rwljh2dqc2mIimSzsPATg,"Antônio Carlos Jobim, ",0.596,0.425,120760,0.501,0.0494,1,0.094,-17.18,1,0.0495,82.823,4,0.795
0dWOiVQwoUYTtXD0VVgmJQ,Chega de Saudade,spotify:track:0dWOiVQwoUYTtXD0VVgmJQ,"João Gilberto, ",0.743,0.563,121987,0.242,0,4,0.166,-16.004,0,0.0327,87.771,4,0.641
5p4NAxNDdex3XYanOqwyGI,Samba da Bênç¦o,spotify:track:5p4NAxNDdex3XYanOqwyGI,"Toquinho, ",0.702,0.6,151400,0.604,0.205,11,0.121,-10.829,0,0.0453,84.953,4,0.473
5cDs6McSLoPsk82YZncf7o,Você e Eu,spotify:track:5cDs6McSLoPsk82YZncf7o,"Gilberto Gil, ",0.888,0.51,292640,0.351,0.167,2,0.0986,-14.127,1,0.0814,78.067,4,0.408
4OSitdvzLxZByVbG5iqoYh,Só tinha de ser com você,spotify:track:4OSitdvzLxZByVbG5iqoYh,"Vanessa Da Mata, ",0.415,0.683,232200,0.609,0.0695,7,0.193,-12.184,1,0.0406,168.125,4,0.734
5z0rixDlXqm0iXZ1Zxz3YX,Digging Shelters,spotify:track:5z0rixDlXqm0iXZ1Zxz3YX,"Neil Halstead, ",0.851,0.5,220867,0.273,0.147,4,0.109,-11.195,1,0.0335,76.462,4,0.269
0YOOXnCJihgyluizqhAcrz,Fare Thee Well (Dink's Song),spotify:track:0YOOXnCJihgyluizqhAcrz,"Oscar Isaac, Marcus Mumford, ",0.897,0.495,180400,0.434,0.000393,2,0.109,-8.079,1,0.0313,82.16,4,0.232
1JxNWpK9xTWKRPoYTIX4Qk,Another Story,spotify:track:1JxNWpK9xTWKRPoYTIX4Qk,"The Head and the Heart, ",0.546,0.352,274200,0.45,0.127,5,0.283,-9.881,1,0.0293,86.937,4,0.111
66olzBxCgKlpFRB1LKH5pO,Mushaboom,spotify:track:66olzBxCgKlpFRB1LKH5pO,"Feist, ",0.295,0.725,224507,0.53,0.00161,3,0.0683,-8.641,1,0.0365,88.712,4,0.815
2dFEB7VbBPZzhb2LqIBZbH,Blue Spotted Tail,spotify:track:2dFEB7VbBPZzhb2LqIBZbH,"Fleet Foxes, ",0.903,0.501,185293,0.0305,0.00141,7,0.108,-21.455,1,0.0417,89.721,4,0.665
3ASn2iE7F4HvA8XyRbJ4tS,Sea Of Love,spotify:track:3ASn2iE7F4HvA8XyRbJ4tS,"Langhorne Slim, Jill Andrews, ",0.904,0.538,203191,0.272,0.000613,11,0.108,-10.783,1,0.0381,118.382,4,0.293
53hXLQsByJC4B3UCNcmh0E,We Will Become Silhouettes,spotify:track:53hXLQsByJC4B3UCNcmh0E,"The Postal Service, ",0.0302,0.588,300547,0.569,0.0639,2,0.172,-8.044,1,0.0326,154.989,4,0.137
5dIGWhOYRiCAIMoDjimCAn,Carried Away,spotify:track:5dIGWhOYRiCAIMoDjimCAn,"Carl Broemel, ",0.546,0.595,243973,0.345,0.321,0,0.103,-11.285,1,0.0278,124.646,4,0.244
1t6zwEOPQUz9QIjlwZ5UGF,Line Of Fire,spotify:track:1t6zwEOPQUz9QIjlwZ5UGF,"Junip, ",0.472,0.484,339293,0.75,0.523,2,0.111,-8.033,1,0.0417,90.377,4,0.29
4H8RGVaLYBL7uM0KTS50WK,Try,spotify:track:4H8RGVaLYBL7uM0KTS50WK,"Escondido, ",0.773,0.282,217674,0.456,0.00557,0,0.11,-10.705,1,0.0333,127.975,4,0.159
4ouHnqx22lzTZHr2hEt5aH,Our Love,spotify:track:4ouHnqx22lzTZHr2hEt5aH,"Sharon Van Etten, ",0.134,0.578,232760,0.513,0.688,1,0.106,-9.868,0,0.0301,162.015,4,0.397
5aO3PDi7cfVyqSbXSrSxfx,Don't Tell Our Friends About Me,spotify:track:5aO3PDi7cfVyqSbXSrSxfx,"Blake Mills, ",0.65,0.74,319773,0.559,0.00102,10,0.103,-8.077,1,0.0368,124.957,4,0.65
6hBmL5yVbXDHSWX6GbuogP,Had To Hear,spotify:track:6hBmL5yVbXDHSWX6GbuogP,"Real Estate, ",0.135,0.556,290827,0.765,0.732,7,0.149,-7.474,1,0.0319,125.72,4,0.485
5rP9Weh1uFtlyRGqnzyQnd,Towers,spotify:track:5rP9Weh1uFtlyRGqnzyQnd,"Bon Iver, ",0.945,0.35,188040,0.334,0.703,9,0.273,-12.412,1,0.0323,91.592,4,0.139
05qTeP4xG8KXoRhN2HdKjS,I Don't Know What I Can Save You From,spotify:track:05qTeP4xG8KXoRhN2HdKjS,"Kings of Convenience, ",0.938,0.619,277507,0.284,0.774,3,0.123,-15.547,1,0.0286,91.943,4,0.687
3YLjiKf34DECifehm1yauN,Woman Like Me,spotify:track:3YLjiKf34DECifehm1yauN,"Paleo, ",0.782,0.631,212227,0.682,0.00000252,5,0.16,-4.711,1,0.0283,79.481,4,0.532
3jPiv3uw7BUSkhdOuxUxkq,Museum of Flight,spotify:track:3jPiv3uw7BUSkhdOuxUxkq,"Damien Jurado, ",0.708,0.61,170907,0.401,0.0057,1,0.11,-9.844,1,0.0345,110.164,4,0.136
6CAG3rBGPTAinoqgVD7fBJ,The Greatest,spotify:track:6CAG3rBGPTAinoqgVD7fBJ,"Cat Power, ",0.738,0.508,202560,0.362,0.000998,0,0.0922,-9.688,1,0.0262,107.459,4,0.325
0ZNYGrmcehorhh9JOeg5Iv,Stay Alive,spotify:track:0ZNYGrmcehorhh9JOeg5Iv,"José González, ",0.736,0.718,266907,0.302,0.163,6,0.0887,-12.086,1,0.0372,129.999,4,0.337
0URtGENIORu1ruWHbh27F7,No Woman,spotify:track:0URtGENIORu1ruWHbh27F7,"Whitney, ",0.9,0.582,238400,0.401,0.538,2,0.157,-8.731,1,0.028,112.357,4,0.414
6bmytjj9ePNgm9ALqs1Xa7,Changes,spotify:track:6bmytjj9ePNgm9ALqs1Xa7,"Langhorne Slim, The Law, ",0.891,0.668,161907,0.367,0.00521,11,0.103,-11.002,1,0.0285,110.21,4,0.332
5IPIpXq8znsSOybCsbd88v,Wolves,spotify:track:5IPIpXq8znsSOybCsbd88v,"Phosphorescent, ",0.943,0.331,374640,0.288,0.00453,1,0.0756,-11.067,1,0.0311,130.752,3,0.0993
3mnZ0JehmgDBzG0vHScCRH,You're Out Wasting,spotify:track:3mnZ0JehmgDBzG0vHScCRH,"Andy Shauf, ",0.896,0.559,226720,0.413,0.000601,7,0.133,-13.439,1,0.0338,131.174,4,0.338
4fbvXwMTXPWaFyaMWUm9CR,Holocene,spotify:track:4fbvXwMTXPWaFyaMWUm9CR,"Bon Iver, ",0.943,0.375,336613,0.304,0.303,1,0.126,-14.52,1,0.0302,147.989,4,0.151
0hcWKHCgdvsBAHkbLCrwQN,Tears of Joy,spotify:track:0hcWKHCgdvsBAHkbLCrwQN,"Slow Club, ",0.267,0.644,245118,0.52,0,8,0.362,-8.583,1,0.063,142.736,4,0.374
7M8jtZQTPhPK6EgwcOgujM,Brandy Alexander,spotify:track:7M8jtZQTPhPK6EgwcOgujM,"Feist, ",0.431,0.629,216080,0.171,0.003,2,0.225,-10.845,1,0.0355,70.087,4,0.152
7BzhqmRj3iOZXqMHqiifHr,Heartbeats,spotify:track:7BzhqmRj3iOZXqMHqiifHr,"José González, ",0.974,0.552,160240,0.15,0.731,3,0.0698,-16.746,1,0.0347,87.485,4,0.311
25J4d78ESH2MgAJoIakB8O,Lost In The Light,spotify:track:25J4d78ESH2MgAJoIakB8O,"Bahamas, ",0.804,0.601,236720,0.262,0.0012,2,0.111,-8.743,1,0.0344,76.349,4,0.213
7EN9HHkjySM5Eratx2zaMo,Wood,spotify:track:7EN9HHkjySM5Eratx2zaMo,"Rostam, ",0.731,0.506,342375,0.602,0.171,11,0.0745,-8.778,1,0.163,110.602,3,0.696
0jp1YFgWn67BtAVDZRaSqM,Detectorists (Original Soundtrack from the TV Series),spotify:track:0jp1YFgWn67BtAVDZRaSqM,"Johnny Flynn, ",0.361,0.419,125945,0.233,0.00135,4,0.11,-11.194,1,0.0317,106.08,4,0.205
65tH2GPMFCt8JtM2PM3MiX,Morning,spotify:track:65tH2GPMFCt8JtM2PM3MiX,"Beck, ",0.473,0.552,319787,0.359,0.0545,4,0.126,-9.883,1,0.0254,113.581,4,0.254
1mwwueuXt5NPPtnJyswwA9,My Baby Don't Understand Me,spotify:track:1mwwueuXt5NPPtnJyswwA9,"Natalie Prass, ",0.847,0.514,312360,0.263,0.000273,8,0.0806,-10.391,1,0.0388,139.958,4,0.166
02iZJRlOZ7VRbzO8uVdOva,In the Stream,spotify:track:02iZJRlOZ7VRbzO8uVdOva,"S. Carey, ",0.951,0.462,310733,0.244,0.173,3,0.12,-16.96,1,0.029,100.142,4,0.0783
2gUSIsapdX6jEJ0DvjqTt2,Naked As We Came,spotify:track:2gUSIsapdX6jEJ0DvjqTt2,"Iron & Wine, ",0.629,0.367,152627,0.208,0.0584,4,0.106,-16.734,1,0.0363,172.358,4,0.654
4VcCAbIwuMaIFzokHrrebn,Take The Night Off,spotify:track:4VcCAbIwuMaIFzokHrrebn,"Laura Marling, ",0.873,0.299,252227,0.11,0.0303,0,0.117,-17.991,1,0.0428,166.58,3,0.264
2s3cLlYJ45K02djaHIwxUu,1904,spotify:track:2s3cLlYJ45K02djaHIwxUu,"The Tallest Man On Earth, ",0.723,0.51,239733,0.581,0,0,0.0996,-4.141,1,0.0266,104.622,4,0.588
5Szn0p3DlnawyuhX8ULCg4,Orange Sky,spotify:track:5Szn0p3DlnawyuhX8ULCg4,"Alexi Murdoch, ",0.797,0.685,379520,0.15,0.0461,2,0.1,-20.543,1,0.039,124.956,4,0.128
7cRpjY0KWGmfZjcePxyGSl,I'd Be Waiting,spotify:track:7cRpjY0KWGmfZjcePxyGSl,"Nathaniel Rateliff & The Night Sweats, ",0.796,0.649,220959,0.234,0.00145,4,0.125,-12.739,1,0.0265,96.982,4,0.324
1LAzF3sa7k3QrOKtpCVgLJ,All Yours,spotify:track:1LAzF3sa7k3QrOKtpCVgLJ,"Widowspeak, ",0.0521,0.588,222409,0.507,0.722,7,0.188,-8.15,1,0.0297,128.041,4,0.506
4fpEuKIzTLmMJnYwFU0oqr,Death with Dignity,spotify:track:4fpEuKIzTLmMJnYwFU0oqr,"Sufjan Stevens, ",0.986,0.51,239508,0.16,0.017,4,0.113,-21.03,1,0.0395,170.063,4,0.398
5rZXBHUU2qz7huEckTwpqo,High Hopes,spotify:track:5rZXBHUU2qz7huEckTwpqo,"Kodaline, ",0.577,0.488,230267,0.487,0,4,0.193,-6.371,1,0.0307,77.344,4,0.235
5R9BaUKPIPBBadJSbB5knl,Dinosaur Sex,spotify:track:5R9BaUKPIPBBadJSbB5knl,"Emmy The Great, ",0.122,0.398,337640,0.197,0.0451,7,0.108,-13.613,1,0.0298,97.937,4,0.124
4GrOV18KKdZnc3jcfvMDgk,Leaf Off / The Cave,spotify:track:4GrOV18KKdZnc3jcfvMDgk,"José González, ",0.837,0.46,293880,0.604,0.153,2,0.119,-8.303,1,0.0591,78.54,1,0.65
7GDbkrFBGrCb8ntbQPY3hQ,17,spotify:track:7GDbkrFBGrCb8ntbQPY3hQ,"Youth Lagoon, ",0.844,0.352,236000,0.254,0.58,0,0.108,-8.51,1,0.0473,79.989,4,0.0916
3G9ETaH55bMQx8hwNhAgbU,The Stable Song,spotify:track:3G9ETaH55bMQx8hwNhAgbU,"Gregory Alan Isakov, ",0.633,0.625,360933,0.432,0.00242,2,0.127,-11.948,1,0.0283,137.926,4,0.368
4A57CXs3jAmyNTMAwWaV53,Believe,spotify:track:4A57CXs3jAmyNTMAwWaV53,"Mumford & Sons, ",0.035,0.362,220867,0.668,0.0212,2,0.219,-5.975,1,0.0431,113.996,4,0.348
40ttk439NA9RvbLBJpJU1M,Southern Sun,spotify:track:40ttk439NA9RvbLBJpJU1M,"Boy & Bear, ",0.136,0.538,281101,0.719,0.000394,0,0.187,-5.94,1,0.0348,118.315,4,0.511
30fUMnf2FI00EVTMRhOHhb,Higher Love,spotify:track:30fUMnf2FI00EVTMRhOHhb,"James Vincent McMorrow, ",0.958,0.317,213473,0.162,0.0000463,5,0.111,-14.596,1,0.0608,169.304,4,0.251
7BhZDvzJV21Dd5bY9xvtII,Between the Bars,spotify:track:7BhZDvzJV21Dd5bY9xvtII,"Elliott Smith, ",0.937,0.519,141200,0.0774,0.886,7,0.107,-23.593,0,0.0629,135.245,3,0.356
4rzWrb9KT2v71cyuHhcbJY,Where Are You Now,spotify:track:4rzWrb9KT2v71cyuHhcbJY,"Mumford & Sons, ",0.662,0.525,219853,0.352,0.00000349,4,0.0872,-10.004,1,0.0426,83.908,4,0.117
3QVmVa40Q82OupvrhhVgPL,Chicago (acoustic version),spotify:track:3QVmVa40Q82OupvrhhVgPL,"Sufjan Stevens, ",0.961,0.583,280773,0.379,0.0125,5,0.144,-11.224,1,0.0284,125.267,4,0.16
5szmwG86IFASvYrca21MEz,Work Song,spotify:track:5szmwG86IFASvYrca21MEz,"Hozier, ",0.74,0.484,229667,0.381,0.0000014,10,0.111,-10.732,1,0.0625,118.567,4,0.28
0GBcfTDD4OjGTGeVVgFl8v,Suffering,spotify:track:0GBcfTDD4OjGTGeVVgFl8v,"The War On Drugs, ",0.692,0.54,362613,0.333,0.436,0,0.108,-10.738,1,0.0349,137.674,4,0.252
1szpo9PP7E2744kTFNK3HU,Can't You Tell,spotify:track:1szpo9PP7E2744kTFNK3HU,"Vetiver, ",0.0135,0.57,267040,0.786,0.746,8,0.0851,-7.997,1,0.0323,90.266,4,0.695
7fArBkBSsaUF5mOcpTL56I,Eyes,spotify:track:7fArBkBSsaUF5mOcpTL56I,"Rogue Wave, ",0.821,0.642,148867,0.462,0.00000255,1,0.106,-8.026,1,0.0294,130.018,4,0.482
6kzi5LTg5uECin8pC34nxV,Montezuma,spotify:track:6kzi5LTg5uECin8pC34nxV,"Fleet Foxes, ",0.854,0.314,217120,0.308,0.0117,0,0.0993,-9.117,1,0.0283,99.214,4,0.0989
6wDKGtbPpF9xPMRv7bswQN,Dead Sea,spotify:track:6wDKGtbPpF9xPMRv7bswQN,"The Lumineers, ",0.81,0.713,247933,0.319,0.00000571,0,0.142,-11.099,1,0.028,94.043,4,0.471
2Imlbw05FhPRzWNyS2tokZ,I Was An Eagle,spotify:track:2Imlbw05FhPRzWNyS2tokZ,"Laura Marling, ",0.736,0.338,261680,0.317,0.000466,0,0.12,-13.835,1,0.0463,92.413,4,0.478
240ElV9j5kjT14OR8RPMoZ,Cavalier,spotify:track:240ElV9j5kjT14OR8RPMoZ,"James Vincent McMorrow, ",0.904,0.332,283173,0.297,0.000126,11,0.222,-8.244,1,0.0497,85.245,5,0.0396
7is9tMXN65NMBWAVI36ajW,Man On Fire,spotify:track:7is9tMXN65NMBWAVI36ajW,"Edward Sharpe & The Magnetic Zeros, ",0.779,0.476,259080,0.478,0.117,11,0.103,-11.766,1,0.0395,89.06,4,0.475
4gNErDjikE9QUQvkkqoB1S,Blue Moon,spotify:track:4gNErDjikE9QUQvkkqoB1S,"Beck, ",0.178,0.687,242347,0.651,0.00879,0,0.149,-6.696,1,0.0255,119.937,4,0.505
6qsArsTq6WoqtUFUe1e15W,Airplanes,spotify:track:6qsArsTq6WoqtUFUe1e15W,"Local Natives, ",0.534,0.588,237933,0.529,0.0683,2,0.126,-7.838,1,0.0242,95.971,4,0.594
7C9qM17pJCJi1hiFERWjm6,Terror In The Canyons (The Wounded Master),spotify:track:7C9qM17pJCJi1hiFERWjm6,"Phosphorescent, ",0.799,0.348,245547,0.627,0.0129,3,0.0976,-6.674,1,0.0317,130.089,4,0.385
0wy9UHwhV8o78L3F17WuDF,There Can Be Only One,spotify:track:0wy9UHwhV8o78L3F17WuDF,"Cass McCombs, ",0.374,0.61,257453,0.683,0.21,9,0.247,-13.607,1,0.0347,86.33,4,0.854
4wd09wCccmxUB7XVJp0RNn,"Jesus, etc.",spotify:track:4wd09wCccmxUB7XVJp0RNn,"Wilco, ",0.616,0.756,231000,0.28,0.00033,5,0.414,-14.27,1,0.0296,109.413,4,0.678
1KqlVt63Q4bl1VdSlymr5C,Riptide,spotify:track:1KqlVt63Q4bl1VdSlymr5C,"Vance Joy, ",0.431,0.484,204280,0.731,0,1,0.151,-6.694,1,0.0379,101.654,4,0.5
5HIfxhZRZp6BPpsz4wCKq9,The Sweetest Thing,spotify:track:5HIfxhZRZp6BPpsz4wCKq9,"Camera Obscura, ",0.046,0.395,262867,0.823,0.00000938,1,0.234,-4.42,1,0.0404,126.38,4,0.627
0up48KQvGzMCrgqrfT07i2,Ghosts,spotify:track:0up48KQvGzMCrgqrfT07i2,"Laura Marling, ",0.376,0.463,179960,0.368,0,9,0.149,-11.546,1,0.048,141.974,4,0.746
4UXSYJDEgOlMX3MXVkaiyH,It's Only Life,spotify:track:4UXSYJDEgOlMX3MXVkaiyH,"The Shins, ",0.0476,0.627,241613,0.623,0.00000109,0,0.149,-6.613,1,0.0267,147.983,4,0.447
23A4WepE6mwaOXFyxWhQpk,Supernova,spotify:track:23A4WepE6mwaOXFyxWhQpk,"Ray LaMontagne, ",0.12,0.581,235427,0.778,0.00272,11,0.0827,-7.186,1,0.03,133.897,4,0.902
7A2eHwcnRqegUGWov2K3P5,Lady On the Water,spotify:track:7A2eHwcnRqegUGWov2K3P5,"Blitzen Trapper, ",0.831,0.462,146480,0.296,0,2,0.135,-14.688,0,0.0343,97.313,4,0.776
7vWSEWnBtWb48R7gJ6qngk,Fighter Girl,spotify:track:7vWSEWnBtWb48R7gJ6qngk,"Mason Jennings, ",0.465,0.557,200187,0.647,0.00000193,1,0.123,-6.365,1,0.0295,77.057,4,0.548
0FrCdLSwmmmu3iUxfj2VbZ,Tuck the Darkness In,spotify:track:0FrCdLSwmmmu3iUxfj2VbZ,"Bowerbirds, ",0.689,0.617,290147,0.433,0.254,7,0.117,-9.452,1,0.0288,109.979,4,0.301
37cKyb3sDEt5hRSpBdsrns,Swing Lo Magellan,spotify:track:37cKyb3sDEt5hRSpBdsrns,"Dirty Projectors, ",0.825,0.738,157800,0.366,0.0000269,5,0.118,-10.231,0,0.0324,101.031,4,0.504
19n9s9SfnLtwPEODqk8KCT,Live And Die,spotify:track:19n9s9SfnLtwPEODqk8KCT,"The Avett Brothers, ",0.113,0.591,271187,0.746,0,11,0.151,-5.054,1,0.0285,117.807,4,0.611
15uTxjdvNnV6U5u5L4vpnM,Mightiest of Guns,spotify:track:15uTxjdvNnV6U5u5L4vpnM,"A.A. Bondy, ",0.879,0.236,227280,0.16,0.0265,0,0.194,-16.868,1,0.035,169.025,4,0.122
3XIIOCu6B8PuGq5j61asEM,The Greatest,spotify:track:3XIIOCu6B8PuGq5j61asEM,"Sia, Kendrick Lamar, ",0.0109,0.666,210893,0.723,0.00047,1,0.0507,-6.164,1,0.268,192.024,4,0.731
1vvNmPOiUuyCbgWmtc6yfm,My Way,spotify:track:1vvNmPOiUuyCbgWmtc6yfm,"Calvin Harris, ",0.0935,0.819,219160,0.913,0.0000372,4,0.161,-3.059,0,0.0427,119.989,4,0.523
7BKLCZ1jbUBVqRi2FVlTVw,Closer,spotify:track:7BKLCZ1jbUBVqRi2FVlTVw,"The Chainsmokers, Halsey, ",0.414,0.748,244960,0.524,0,8,0.111,-5.599,1,0.0338,95.01,4,0.635
1mSlftOO1dlDRXAyOE0Sbd,Treat You Better,spotify:track:1mSlftOO1dlDRXAyOE0Sbd,"Shawn Mendes, ",0.128,0.448,187973,0.817,0,10,0.105,-4.069,0,0.386,83.015,4,0.718
4Ce37cRWvM1vIGGynKcs22,Starving,spotify:track:4Ce37cRWvM1vIGGynKcs22,"Hailee Steinfeld, Grey, Zedd, ",0.39,0.712,181880,0.62,0,4,0.0994,-4.187,1,0.0888,99.953,4,0.519
4nA0biSjtvOL41Hd9MBXqR,Ain't My Fault,spotify:track:4nA0biSjtvOL41Hd9MBXqR,"Zara Larsson, ",0.00778,0.576,224031,0.782,0,6,0.285,-4.825,0,0.0296,141.153,4,0.353
0azC730Exh71aQlOt9Zj3y,This Is What You Came For,spotify:track:0azC730Exh71aQlOt9Zj3y,"Calvin Harris, Rihanna, ",0.199,0.63,222160,0.928,0.124,9,0.148,-2.787,0,0.0331,123.963,4,0.46
4dASQiO1Eoo3RJvt74FtXB,"Sucker For Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",spotify:track:4dASQiO1Eoo3RJvt74FtXB,"Lil Wayne, Wiz Khalifa, Imagine Dragons, Logic, Ty Dolla $ign, X Ambassadors, ",0.255,0.502,243491,0.786,0,9,0.65,-4.378,0,0.317,169.021,4,0.734
5GQBDz6S6KuurT5GXFtfiV,Come First,spotify:track:5GQBDz6S6KuurT5GXFtfiV,"Terror Jr, ",0.123,0.749,171789,0.198,0.000451,5,0.0866,-11.747,1,0.323,95.084,4,0.366
2meEiZKWkiN28gITzFwQo5,Into You,spotify:track:2meEiZKWkiN28gITzFwQo5,"Ariana Grande, ",0.0153,0.636,244453,0.728,0.00000146,9,0.154,-5.871,1,0.0999,107.986,4,0.384
7zsXy7vlHdItvUSH8EwQss,Cold Water,spotify:track:7zsXy7vlHdItvUSH8EwQss,"Major Lazer, Justin Bieber, MØ, ",0.055,0.602,185360,0.797,0,6,0.187,-5.084,0,0.0534,92.928,4,0.487
23L5CiUhw2jV1OIMwthR3S,In the Name of Love,spotify:track:23L5CiUhw2jV1OIMwthR3S,"Martin Garrix, Bebe Rexha, ",0.109,0.501,195707,0.519,0,4,0.454,-5.88,0,0.0409,133.99,4,0.157
66dMATdBD3yBL8RjoGVuxf,Perfect Illusion,spotify:track:66dMATdBD3yBL8RjoGVuxf,"Lady Gaga, ",0.00163,0.615,181507,0.854,0,1,0.358,-5.478,0,0.0388,124.992,4,0.672
1pKeFVVUOPjFsOABub0OaV,Side To Side,spotify:track:1pKeFVVUOPjFsOABub0OaV,"Ariana Grande, Nicki Minaj, ",0.0373,0.65,226160,0.728,0,6,0.328,-5.914,0,0.232,159.167,4,0.624
0lYBSQXN6rCTvUZvg9S0lU,Let Me Love You,spotify:track:0lYBSQXN6rCTvUZvg9S0lU,"DJ Snake, Justin Bieber, ",0.0771,0.652,205947,0.713,0.0000102,8,0.144,-5.311,1,0.0368,100.023,4,0.147
0qRZ9ydGdzeVk3S01pLGoJ,You & Me,spotify:track:0qRZ9ydGdzeVk3S01pLGoJ,"Marc E. Bassy, G-Eazy, ",0.0362,0.687,218480,0.645,0,1,0.201,-8.38,1,0.19,84.925,4,0.628
4qqArAiTPueDxIp7cf87h7,Final Song,spotify:track:4qqArAiTPueDxIp7cf87h7,"MØ, ",0.014,0.695,235827,0.672,0.0000844,1,0.0756,-6.109,0,0.0345,104.988,4,0.272
0ckCyt1ghA2YpcLRm1q68s,In My Mind,spotify:track:0ckCyt1ghA2YpcLRm1q68s,"Maty Noyes, ",0.461,0.764,212027,0.631,0,0,0.0413,-3.814,0,0.0251,102.074,4,0.769
6i0V12jOa3mr6uu4WYhUBr,Heathens,spotify:track:6i0V12jOa3mr6uu4WYhUBr,"Twenty One Pilots, ",0.0841,0.732,195920,0.396,0.0000358,4,0.105,-9.348,0,0.0286,90.024,4,0.547
0prNGof3XqfTvNDxHonvdK,Scars To Your Beautiful,spotify:track:0prNGof3XqfTvNDxHonvdK,"Alessia Cara, ",0.0294,0.591,230227,0.741,0,0,0.11,-5.751,1,0.139,97.048,4,0.439
72xvRETEsd5hS1RfduciRi,Let Me Hold You (Turn Me On),spotify:track:72xvRETEsd5hS1RfduciRi,"Cheat Codes, Dante Klein, ",0.0992,0.681,162425,0.774,0,1,0.35,-3.167,0,0.0787,102.924,4,0.289
3xeHFCZZvMGVK0LrJld3Yb,Slumber Party,spotify:track:3xeHFCZZvMGVK0LrJld3Yb,"Britney Spears, ",0.208,0.728,214080,0.767,0,9,0.0795,-7.022,0,0.0679,135.025,4,0.472
7fJtPlEZKxu6gvkfBFc5tW,Too Good,spotify:track:7fJtPlEZKxu6gvkfBFc5tW,"Drake, Rihanna, ",0.0606,0.804,263373,0.65,0.0000705,7,0.102,-7.79,1,0.118,117.984,4,0.391
6vJ0Fezf6Etha2C4H21FKO,Cool Girl,spotify:track:6vJ0Fezf6Etha2C4H21FKO,"Tove Lo, ",0.351,0.667,197816,0.72,0.00000426,9,0.138,-7.026,0,0.11,101.964,4,0.249
4NFoWbS7vtaeB2h4DexoFk,Millionaire (feat. Nelly) - Alan Walker Remix,spotify:track:4NFoWbS7vtaeB2h4DexoFk,"Cash Cash, Digital Farm Animals, Nelly, Alan Walker, ",0.0186,0.602,189338,0.807,0,5,0.148,-4.577,1,0.0545,96.044,4,0.453
1CUVN2kn7mW5FjkqXTR2W1,Perfect Strangers,spotify:track:1CUVN2kn7mW5FjkqXTR2W1,"Jonas Blue, JP Cooper, ",0.372,0.742,196613,0.819,0,1,0.277,-5.307,1,0.0487,117.986,4,0.697
1i1fxkWeaMmKEB4T7zqbzK,Don't Let Me Down,spotify:track:1i1fxkWeaMmKEB4T7zqbzK,"The Chainsmokers, Daya, ",0.157,0.532,208373,0.869,0.00508,11,0.136,-5.094,1,0.172,159.803,4,0.419
4qH3RkbFgzxYyXUD8YC8kr,Capsize,spotify:track:4qH3RkbFgzxYyXUD8YC8kr,"FRENSHIP, Emily Warren, ",0.042,0.681,237581,0.708,0.14,5,0.676,-6.019,0,0.0304,92.993,4,0.359
6s3GEN8wK0OMzzzZbXj0fu,Hymn For The Weekend - Seeb Remix,spotify:track:6s3GEN8wK0OMzzzZbXj0fu,"Coldplay, Seeb, ",0.00868,0.565,212647,0.849,0.00000468,0,0.12,-3.516,0,0.0517,102.034,4,0.43
